Area,Location,Bedrooms,Bathrooms,Year Built,Nearby Metro,Price
2454,Mumbai,1,3,1995,Yes,102.07
3836,Kolkata,5,2,2011,No,161.78
2399,Mumbai,3,2,2001,No,102.51
3919,Mumbai,4,1,2007,Yes,160.99
3331,Chennai,1,2,2009,Yes,118.41
3515,Hyderabad,5,3,1999,No,152.52
950,Hyderabad,2,2,2001,Yes,53.99
3072,Bangalore,3,1,2012,Yes,137.61
2083,Mumbai,4,1,2014,Yes,113.01
1055,Mumbai,1,3,2013,Yes,65.83
2908,Hyderabad,3,3,2021,No,113.6
2595,Mumbai,3,3,1997,No,88.43
3243,Mumbai,2,2,1998,No,109.01
2220,Mumbai,3,2,2006,Yes,94.29
1985,Delhi,2,1,1999,Yes,81.56
3227,Delhi,1,2,2003,No,115.43
1148,Mumbai,5,2,2008,Yes,89.89
2878,Mumbai,2,2,2009,Yes,97.1
2918,Pune,5,3,2017,No,108.74
1196,Pune,5,2,1999,No,67.84
2849,Bangalore,3,3,2014,Yes,118.77
3776,Delhi,4,3,2009,Yes,158.28
3409,Chennai,2,1,2016,Yes,128.28
1958,Bangalore,2,1,2015,Yes,79.89
945,Kolkata,4,3,2015,Yes,66.18
3026,Kolkata,2,3,1995,Yes,126.97
1063,Bangalore,5,1,2003,No,57.72
2134,Mumbai,4,1,2017,No,91.23
1003,Mumbai,1,3,2014,Yes,67.86
2634,Chennai,4,3,2008,Yes,117.61
3546,Pune,1,1,2018,Yes,126.39
3901,Mumbai,5,1,2007,No,149.51
2906,Delhi,3,1,1999,Yes,105.95
3880,Chennai,5,1,2019,Yes,149.6
1787,Hyderabad,4,3,2001,No,90.24
2147,Chennai,4,1,1998,Yes,88.27
3014,Mumbai,3,1,2009,Yes,114.27
2160,Chennai,2,3,2020,No,93.01
3754,Pune,2,3,2003,No,127.92
3745,Mumbai,3,3,2018,Yes,150.16
3638,Pune,2,1,1999,Yes,109.99
2526,Pune,4,3,2002,No,118.69
3089,Hyderabad,1,1,2018,No,113.51
2780,Delhi,2,3,1999,Yes,128.71
2489,Mumbai,2,2,2000,No,88.64
1707,Delhi,2,3,2013,No,76.23
1983,Delhi,1,3,2012,No,67.71
3624,Chennai,3,1,2010,Yes,153.16
2058,Bangalore,5,3,2018,No,94.6
2276,Mumbai,5,3,1995,No,114.75
998,Pune,3,3,2010,Yes,60.29
2300,Hyderabad,2,2,2013,No,91.13
1856,Chennai,3,3,2018,No,83.79
3255,Delhi,1,2,2002,Yes,131.46
1912,Hyderabad,5,1,2012,No,101.25
3068,Delhi,3,1,2022,No,100.15
3940,Mumbai,5,1,2003,No,136.31
2060,Chennai,5,2,2017,No,115.83
1983,Hyderabad,3,1,2002,No,93.08
2655,Hyderabad,2,1,1998,No,95.84
3687,Pune,1,1,1998,Yes,122.4
3635,Delhi,5,1,2010,Yes,150.75
2113,Chennai,5,2,2015,No,101.28
2702,Kolkata,4,2,1997,No,114.43
3401,Pune,2,3,2012,Yes,117.3
1377,Chennai,1,2,2015,Yes,71.99
3380,Delhi,5,3,2002,No,145.24
1134,Delhi,2,1,2017,No,64.34
1820,Pune,1,3,1997,Yes,91.81
3093,Chennai,2,3,2018,Yes,142.37
2146,Delhi,1,1,2003,Yes,93.35
2762,Kolkata,4,3,2020,No,103.94
1410,Chennai,4,1,2017,Yes,87.22
1128,Kolkata,4,2,2003,Yes,64.37
1346,Mumbai,1,3,2011,No,45.45
1138,Kolkata,3,1,2008,Yes,79.66
3981,Pune,4,2,1996,Yes,134.91
3841,Bangalore,1,3,2000,Yes,131.26
1606,Pune,3,3,2015,Yes,80.6
1833,Delhi,5,2,2020,No,83.55
3540,Chennai,4,3,2016,Yes,137.96
1229,Hyderabad,5,2,2010,No,63.8
2330,Pune,3,1,2004,No,77.84
3937,Bangalore,1,1,2006,Yes,147.18
1605,Mumbai,3,2,2021,Yes,93.26
2496,Delhi,2,1,2019,No,86.77
3459,Chennai,4,3,2022,No,147.26
2412,Mumbai,3,1,2013,No,95.69
2882,Delhi,5,3,1999,Yes,145.34
2798,Pune,3,2,2010,No,108.6
1356,Pune,3,2,2010,No,61.91
2485,Bangalore,4,3,2021,No,87.62
1290,Hyderabad,2,2,2007,Yes,63.65
2403,Mumbai,1,1,2012,Yes,75.03
1053,Pune,2,1,2018,Yes,49.95
816,Bangalore,4,2,2014,Yes,65.78
1060,Chennai,2,3,2011,No,50.3
2648,Chennai,3,1,1996,No,103.81
2079,Mumbai,1,3,2020,Yes,79.72
3575,Chennai,3,1,2013,No,138.58
2686,Pune,1,2,1999,No,88.65
2247,Chennai,1,2,2009,Yes,78.2
1300,Pune,2,2,1997,No,68.21
1815,Bangalore,4,3,2007,No,91.86
3133,Kolkata,5,2,2010,No,127.9
2854,Kolkata,2,1,1997,No,109.28
2022,Pune,5,1,2015,No,98.71
3506,Pune,4,3,1995,Yes,129.29
3784,Mumbai,3,1,2009,Yes,169.56
2839,Kolkata,4,2,2018,No,112.78
2485,Chennai,4,3,2005,No,105.68
2899,Pune,2,1,2001,Yes,94.93
3090,Mumbai,4,1,2021,Yes,118.17
2042,Mumbai,4,1,1995,No,89.82
3365,Mumbai,2,2,1998,No,114.54
3817,Delhi,3,3,2016,Yes,156.48
908,Kolkata,5,3,2022,Yes,73.0
1720,Mumbai,2,2,2011,Yes,86.45
865,Mumbai,4,3,1998,No,67.04
3881,Kolkata,2,2,2016,No,127.25
1001,Pune,5,2,2003,No,43.67
2617,Mumbai,1,1,2002,Yes,101.1
3748,Mumbai,5,2,2006,Yes,151.2
1013,Delhi,3,1,2004,Yes,65.99
2915,Delhi,4,2,2017,Yes,127.62
3606,Kolkata,5,2,2019,No,147.9
3713,Kolkata,2,3,2019,No,135.88
1126,Mumbai,1,1,2018,Yes,61.13
1873,Mumbai,1,1,2007,No,53.59
1840,Pune,5,3,2008,No,97.34
1322,Pune,1,1,2022,Yes,60.51
1787,Delhi,3,2,2000,Yes,76.53
3995,Pune,5,3,2005,Yes,162.03
1803,Kolkata,5,3,2020,No,110.51
1303,Kolkata,4,2,2015,No,68.2
2048,Chennai,2,2,2005,Yes,95.37
1555,Hyderabad,4,3,2010,No,69.13
2141,Bangalore,2,2,2017,Yes,87.28
3320,Kolkata,2,2,2014,Yes,125.74
2667,Kolkata,4,2,2001,Yes,122.58
2714,Delhi,2,1,1996,No,75.92
3705,Delhi,3,1,2004,No,142.86
3388,Pune,4,3,1995,No,128.28
2181,Bangalore,2,2,2005,No,71.14
2306,Bangalore,1,2,2009,Yes,86.15
3716,Kolkata,4,2,2002,No,151.71
3725,Mumbai,5,1,2011,Yes,154.05
3787,Delhi,5,3,2014,No,147.16
3724,Mumbai,1,2,2018,Yes,130.34
2252,Pune,5,2,2018,No,84.83
3644,Bangalore,1,2,2008,No,109.8
2320,Mumbai,1,2,2013,No,79.66
3319,Bangalore,2,3,2004,No,128.72
2394,Hyderabad,3,1,1995,No,84.57
3685,Mumbai,1,2,2020,No,132.92
2687,Kolkata,1,3,2010,Yes,100.56
2123,Mumbai,4,1,2008,No,81.11
2931,Bangalore,2,3,2017,No,105.98
3224,Pune,1,1,1996,Yes,113.17
2452,Kolkata,3,2,2008,Yes,120.83
2143,Kolkata,3,2,2022,No,78.87
3051,Kolkata,4,3,2007,Yes,122.56
2178,Kolkata,2,2,2012,Yes,83.07
1808,Hyderabad,4,2,2000,Yes,99.73
2117,Chennai,5,3,2013,No,75.21
3351,Chennai,2,1,2005,Yes,119.1
1338,Delhi,4,1,2001,Yes,60.62
816,Hyderabad,2,2,2006,Yes,59.42
1374,Chennai,1,2,2017,Yes,71.45
2602,Hyderabad,5,3,1997,Yes,142.82
3423,Bangalore,2,3,2006,No,126.25
3862,Delhi,2,1,2019,No,130.59
1862,Chennai,5,2,1996,No,75.21
929,Hyderabad,1,3,1997,No,45.17
2962,Chennai,3,3,1995,Yes,104.65
2273,Mumbai,5,2,2010,No,106.62
1749,Kolkata,5,3,2010,Yes,98.62
1868,Mumbai,4,2,1996,Yes,88.97
1015,Chennai,1,1,1997,No,33.52
2423,Hyderabad,1,1,1995,No,69.93
3695,Hyderabad,1,1,2009,No,112.54
2238,Hyderabad,4,2,2013,Yes,118.36
3536,Delhi,5,1,2018,Yes,148.97
1802,Kolkata,1,3,2011,Yes,71.29
3112,Bangalore,1,2,2011,No,118.99
2746,Hyderabad,1,1,2009,Yes,101.71
2263,Chennai,3,1,2010,No,76.57
1416,Bangalore,1,3,2008,Yes,67.38
2669,Hyderabad,2,2,2017,Yes,92.82
1100,Delhi,3,3,2012,No,46.2
1784,Pune,3,3,2021,No,71.4
1994,Delhi,1,3,2018,No,55.55
1205,Pune,4,1,2005,No,59.07
960,Mumbai,5,2,2014,Yes,58.24
2618,Bangalore,4,1,1997,No,91.76
2375,Mumbai,4,2,2007,Yes,125.39
825,Kolkata,5,3,2021,No,75.66
882,Bangalore,3,2,2012,Yes,57.47
972,Delhi,3,1,2008,No,41.42
1798,Chennai,4,1,2006,Yes,100.47
2508,Chennai,5,2,2000,Yes,119.96
3641,Pune,3,3,2016,Yes,153.33
3941,Chennai,1,2,2000,No,129.08
3682,Bangalore,2,1,2021,Yes,123.72
805,Kolkata,2,3,2004,Yes,58.58
3643,Chennai,5,1,1996,Yes,132.58
1324,Mumbai,3,3,2016,No,48.73
2910,Hyderabad,4,2,1998,Yes,158.32
3884,Chennai,1,3,1999,Yes,132.76
2845,Mumbai,4,3,2012,No,112.36
1560,Pune,4,3,2001,Yes,97.16
1004,Pune,2,1,2009,Yes,56.47
1696,Delhi,5,1,1996,No,86.59
2588,Delhi,2,1,1996,Yes,108.46
2887,Delhi,5,3,1999,No,116.9
1988,Mumbai,2,1,2021,No,85.53
3902,Delhi,4,2,2017,No,149.38
2835,Pune,5,1,1995,Yes,126.35
2352,Chennai,4,1,2009,Yes,102.3
1676,Mumbai,5,1,2009,No,80.64
1624,Delhi,2,2,2022,Yes,76.13
3756,Delhi,2,3,2017,Yes,144.43
3245,Pune,2,3,1995,Yes,122.84
2282,Chennai,5,1,2010,Yes,109.14
2616,Bangalore,3,3,2014,Yes,141.16
3481,Chennai,1,1,2002,Yes,128.35
1901,Delhi,5,2,2021,No,101.67
1638,Delhi,5,2,2002,No,84.66
1399,Chennai,3,3,2006,Yes,49.09
3472,Chennai,2,2,1995,Yes,132.73
2761,Pune,4,2,2002,Yes,116.95
1737,Bangalore,1,1,2018,Yes,69.98
3731,Kolkata,3,1,2016,No,136.47
1224,Mumbai,4,3,2019,No,80.52
3234,Mumbai,4,1,1998,No,117.48
3851,Kolkata,5,3,2013,No,141.93
3705,Bangalore,1,2,2003,Yes,137.69
3470,Pune,1,1,2019,Yes,130.8
2937,Chennai,1,1,1996,Yes,106.48
3232,Delhi,3,3,2008,Yes,125.55
1796,Kolkata,3,2,1997,Yes,68.74
3494,Kolkata,5,3,2019,Yes,161.38
2067,Bangalore,1,1,2022,No,85.83
1221,Kolkata,4,2,2015,No,66.17
2005,Pune,2,3,2019,No,75.72
3721,Hyderabad,5,1,2014,Yes,143.8
2457,Bangalore,2,1,1996,No,103.96
2900,Delhi,2,3,2004,Yes,120.5
3833,Mumbai,5,1,1996,No,144.17
1813,Chennai,1,1,2006,No,85.29
1484,Pune,3,3,2017,Yes,80.64
3026,Mumbai,5,2,2022,Yes,139.31
1092,Delhi,4,1,1995,No,46.0
3222,Bangalore,4,1,2009,Yes,116.92
3930,Pune,5,1,2012,No,129.61
1877,Kolkata,5,2,2002,No,93.21
3643,Hyderabad,2,1,2006,Yes,136.17
815,Pune,3,2,2001,Yes,51.91
975,Mumbai,1,3,2007,Yes,55.71
2363,Kolkata,4,2,2003,Yes,101.12
2229,Mumbai,3,3,2012,No,100.81
2290,Delhi,2,1,2011,Yes,101.82
2703,Hyderabad,3,1,2022,Yes,91.57
928,Mumbai,1,1,2002,Yes,51.23
1683,Pune,5,3,2013,Yes,109.93
2067,Kolkata,5,2,2004,Yes,93.57
1225,Hyderabad,5,1,2019,Yes,73.19
3201,Chennai,2,3,2008,No,121.9
1549,Kolkata,1,1,1995,No,61.79
1543,Delhi,3,3,2001,No,68.1
1826,Delhi,4,1,2020,No,87.17
1278,Chennai,2,2,2006,No,37.93
1775,Delhi,1,1,2000,Yes,69.63
3952,Hyderabad,4,3,1997,Yes,149.2
843,Delhi,5,2,1999,No,75.08
3002,Mumbai,1,3,2010,Yes,97.8
1746,Delhi,3,2,1999,Yes,88.46
2359,Pune,2,1,2001,No,49.07
2739,Mumbai,1,1,2014,Yes,101.81
3775,Bangalore,5,1,2010,No,150.85
898,Pune,2,3,2016,Yes,60.48
970,Bangalore,4,1,2004,No,45.78
947,Hyderabad,5,1,2012,Yes,53.51
2970,Mumbai,4,2,2017,Yes,118.69
911,Pune,5,2,2000,No,69.69
1822,Kolkata,3,1,2020,No,59.77
3859,Kolkata,2,2,1996,Yes,148.68
867,Kolkata,1,1,2018,No,33.1
1627,Mumbai,4,2,2003,No,80.43
2552,Hyderabad,4,1,2022,No,101.21
3739,Kolkata,4,3,1998,No,152.51
2431,Bangalore,3,1,2011,No,106.74
2109,Chennai,3,2,1997,Yes,97.67
3876,Hyderabad,3,1,2015,No,138.45
3989,Hyderabad,5,3,2002,No,161.99
3077,Hyderabad,3,2,2021,No,125.08
959,Delhi,2,3,2016,Yes,60.19
2584,Hyderabad,2,2,2005,No,74.03
2608,Kolkata,5,1,2020,No,102.6
3033,Chennai,4,2,2002,Yes,130.97
1813,Kolkata,3,1,2018,No,88.3
1676,Hyderabad,3,1,2007,Yes,68.45
1351,Chennai,3,2,2015,Yes,85.71
1975,Mumbai,4,3,2000,No,90.03
1963,Mumbai,2,2,1995,Yes,83.09
2190,Delhi,4,3,2019,No,98.36
1951,Kolkata,2,3,2003,Yes,101.02
2994,Chennai,4,1,2008,No,111.94
2108,Kolkata,5,2,1997,Yes,93.29
2292,Hyderabad,4,1,1995,Yes,102.52
2041,Pune,1,2,2002,No,84.9
1235,Mumbai,4,2,2005,No,84.08
1531,Hyderabad,3,3,1995,Yes,92.77
1968,Chennai,2,3,1996,No,77.69
2664,Bangalore,4,1,1999,No,90.57
2100,Hyderabad,2,1,2014,Yes,92.12
2577,Kolkata,1,1,2005,Yes,103.48
859,Mumbai,1,3,2007,Yes,43.69
2433,Delhi,1,1,2020,Yes,93.71
3690,Chennai,4,3,1995,No,125.94
3251,Mumbai,3,3,2004,Yes,143.16
3728,Delhi,1,2,2001,Yes,130.05
1937,Delhi,3,2,2019,No,83.67
2318,Bangalore,3,1,2018,Yes,100.38
3462,Delhi,4,1,2014,No,118.93
1135,Mumbai,1,1,2005,Yes,50.38
1630,Mumbai,1,1,2016,Yes,54.27
2392,Hyderabad,2,2,2006,Yes,85.08
1084,Pune,4,2,1998,Yes,71.21
2976,Chennai,3,1,2020,No,94.59
2715,Chennai,1,1,2005,Yes,81.19
2801,Bangalore,4,2,2005,No,96.78
3162,Chennai,2,2,2011,Yes,121.35
1759,Delhi,2,1,2001,Yes,90.49
2421,Kolkata,3,1,2009,No,97.94
870,Mumbai,3,1,2022,No,45.03
3192,Delhi,1,1,2012,Yes,138.35
1921,Kolkata,1,1,2020,No,73.12
2123,Chennai,2,2,2011,No,79.82
3023,Hyderabad,1,3,1995,No,129.51
1683,Hyderabad,4,3,1998,Yes,72.67
1898,Pune,3,1,2017,No,61.39
942,Chennai,2,3,2012,Yes,63.65
3778,Bangalore,1,3,2020,No,118.49
1846,Mumbai,4,3,2017,No,98.41
3028,Delhi,1,2,2005,No,84.0
1868,Chennai,5,2,1995,No,92.0
891,Mumbai,3,2,2003,No,46.81
2881,Hyderabad,2,1,2017,No,104.05
1477,Delhi,2,1,2006,Yes,85.08
3606,Chennai,2,3,2010,Yes,125.69
1181,Chennai,2,1,2016,Yes,53.27
2503,Hyderabad,4,1,2022,Yes,90.8
1765,Chennai,5,1,2020,No,91.03
1979,Bangalore,3,1,2012,No,69.36
3234,Bangalore,3,3,2019,No,129.22
3382,Delhi,1,2,2014,No,123.71
3047,Delhi,1,1,2000,No,115.94
3122,Mumbai,2,2,2015,Yes,135.09
1300,Pune,1,2,1996,No,43.61
1258,Mumbai,1,3,1998,Yes,66.43
849,Hyderabad,2,1,2006,Yes,50.16
1769,Pune,2,3,2009,Yes,94.78
1787,Chennai,1,1,2004,No,79.08
1331,Chennai,3,1,2010,No,62.2
1803,Mumbai,3,2,2022,Yes,90.79
3475,Kolkata,1,3,2022,Yes,122.43
1915,Kolkata,4,1,2005,Yes,87.58
2279,Bangalore,5,1,2007,No,90.7
1138,Bangalore,3,3,2011,Yes,75.78
3924,Delhi,1,1,2000,Yes,148.71
2458,Delhi,2,2,2019,No,88.01
2676,Mumbai,5,3,2013,Yes,132.82
2673,Bangalore,3,2,2011,No,75.51
2851,Chennai,4,1,2018,No,103.63
2504,Hyderabad,5,1,1998,Yes,106.8
1080,Chennai,1,3,2010,No,66.16
2113,Bangalore,4,1,2020,Yes,104.82
2920,Mumbai,4,2,2012,Yes,123.2
1960,Delhi,5,3,2003,Yes,103.49
3615,Kolkata,3,3,2018,Yes,151.67
1770,Mumbai,2,1,1997,No,47.19
1797,Bangalore,1,1,2003,No,43.13
2216,Mumbai,2,1,2012,Yes,77.2
1007,Bangalore,1,3,2002,No,35.84
1059,Kolkata,4,3,2010,Yes,90.56
1729,Mumbai,4,2,2004,No,91.38
1062,Kolkata,1,3,2011,No,26.56
1582,Pune,4,3,2012,Yes,105.03
1304,Chennai,5,2,1995,Yes,84.08
2373,Pune,5,2,1998,No,126.19
1002,Bangalore,2,3,2016,Yes,72.52
2559,Chennai,3,3,2009,No,107.63
2813,Pune,3,1,2003,No,105.09
2899,Hyderabad,2,1,2019,Yes,122.53
2179,Mumbai,2,2,2021,Yes,85.95
3210,Mumbai,5,2,1997,No,130.11
844,Chennai,1,2,2005,No,50.7
3674,Bangalore,5,1,1999,Yes,161.81
2201,Hyderabad,3,2,2017,No,80.37
1588,Pune,3,1,1998,No,61.76
2235,Bangalore,2,3,2006,Yes,96.22
3618,Kolkata,5,1,1997,No,140.56
2989,Mumbai,2,1,2021,No,111.83
3644,Delhi,5,2,1997,Yes,135.62
2884,Delhi,4,1,2007,No,111.27
2892,Bangalore,5,1,2002,Yes,107.3
3767,Mumbai,4,3,2019,Yes,164.77
2455,Mumbai,5,3,2001,No,115.35
1869,Delhi,1,2,2020,Yes,67.9
2475,Delhi,3,1,1999,Yes,111.9
3412,Hyderabad,2,2,2004,Yes,139.08
1100,Pune,1,3,2021,Yes,57.76
1087,Pune,3,3,2008,No,51.79
1585,Kolkata,4,1,1995,Yes,90.66
3116,Delhi,2,1,2002,Yes,112.02
3638,Kolkata,3,2,2021,Yes,145.04
3933,Bangalore,2,3,2013,Yes,154.09
3428,Hyderabad,1,2,2012,Yes,112.79
2065,Chennai,3,2,2019,Yes,91.79
3783,Mumbai,2,2,2014,No,116.61
2605,Mumbai,4,2,2003,No,91.25
3201,Mumbai,4,3,2014,Yes,116.03
2619,Pune,5,2,2012,Yes,116.95
3815,Delhi,5,2,2020,Yes,133.47
870,Hyderabad,2,1,2015,Yes,53.78
1634,Hyderabad,4,2,2014,Yes,80.15
3260,Pune,3,1,2003,Yes,138.66
1411,Delhi,3,1,2012,Yes,54.97
3932,Kolkata,1,2,2021,Yes,136.29
3462,Bangalore,5,1,2005,No,120.94
2216,Pune,4,3,2020,Yes,97.55
3376,Delhi,1,1,2003,Yes,109.28
2128,Bangalore,2,1,2004,Yes,90.45
990,Pune,5,1,2016,Yes,63.57
2547,Mumbai,4,2,1996,No,105.83
2925,Bangalore,4,2,2018,No,102.94
2381,Pune,2,3,2002,Yes,112.38
2428,Kolkata,4,1,2022,No,109.54
1688,Delhi,1,3,1998,No,55.88
3796,Mumbai,5,2,2012,No,125.17
816,Kolkata,1,2,2000,No,35.96
1614,Delhi,3,2,2003,Yes,74.94
2397,Kolkata,4,3,2001,Yes,111.08
3281,Chennai,4,3,2011,Yes,143.01
1866,Chennai,4,1,1999,Yes,91.04
3939,Pune,2,2,2010,No,127.93
3059,Bangalore,3,3,2017,No,131.43
3050,Hyderabad,3,1,2004,No,87.78
2825,Kolkata,1,2,2013,Yes,128.92
3573,Bangalore,4,1,2004,No,144.81
908,Pune,2,2,2001,No,29.03
3815,Pune,1,3,2022,Yes,152.61
1083,Hyderabad,4,3,2006,Yes,91.16
3788,Mumbai,3,2,2010,No,149.99
2760,Delhi,4,1,2022,No,93.59
2429,Hyderabad,4,2,1999,Yes,111.25
1536,Delhi,3,1,2001,Yes,73.68
1941,Kolkata,4,3,2008,No,93.27
1731,Chennai,3,1,1998,Yes,74.69
1402,Chennai,1,1,2022,Yes,40.11
2163,Pune,5,3,2005,Yes,121.6
2624,Kolkata,3,3,1998,No,100.06
1290,Kolkata,1,2,2006,No,67.79
2866,Bangalore,2,3,1997,Yes,114.78
1998,Kolkata,1,2,1997,No,78.67
2441,Bangalore,3,1,2022,Yes,101.25
1600,Mumbai,4,1,2020,Yes,68.77
1559,Chennai,3,3,1995,No,81.75
1965,Mumbai,1,1,2010,Yes,68.47
2286,Delhi,1,2,2003,Yes,78.89
3776,Pune,2,3,2007,Yes,129.57
3145,Bangalore,5,2,2013,Yes,140.46
2293,Chennai,1,2,2012,Yes,75.8
1504,Kolkata,1,2,2018,Yes,67.04
1614,Chennai,3,1,2006,No,40.34
1602,Hyderabad,2,3,2002,No,59.77
1172,Pune,2,2,2014,Yes,65.21
2291,Pune,4,2,2000,No,98.12
3775,Hyderabad,1,3,2022,No,130.95
3798,Kolkata,1,1,2005,No,139.64
2261,Kolkata,5,2,1997,No,114.97
3691,Chennai,3,2,2010,No,135.15
3794,Chennai,1,1,2019,No,115.74
3290,Kolkata,5,2,2011,No,119.97
2989,Bangalore,2,2,2020,No,120.98
3249,Bangalore,3,1,2014,Yes,134.59
1622,Pune,1,3,2010,No,44.12
1021,Delhi,1,3,2005,Yes,50.62
3584,Delhi,3,1,2021,No,135.34
2187,Pune,5,2,2009,Yes,98.68
1793,Pune,2,3,2014,No,85.16
2011,Mumbai,5,2,2012,No,79.74
2960,Kolkata,4,2,2019,No,117.62
2004,Delhi,1,1,2021,Yes,92.69
2725,Chennai,4,2,2010,No,97.26
3941,Mumbai,3,1,2000,Yes,164.07
1397,Mumbai,1,3,2015,No,56.18
3751,Hyderabad,1,1,2008,No,128.02
1284,Pune,3,1,2006,No,47.77
3398,Bangalore,4,1,2012,Yes,145.08
2466,Mumbai,5,1,1997,Yes,131.93
3881,Pune,4,3,2020,No,141.45
2850,Mumbai,2,2,1999,No,103.28
2301,Hyderabad,4,2,2015,Yes,101.06
1461,Bangalore,5,1,2021,No,55.77
2914,Pune,2,1,1996,No,82.53
3552,Bangalore,3,1,2013,No,142.86
3968,Bangalore,1,3,2016,Yes,145.98
2354,Chennai,2,2,2005,Yes,91.18
2819,Bangalore,2,2,2011,No,112.18
2141,Bangalore,2,2,1997,Yes,92.47
2945,Bangalore,1,3,2000,Yes,125.9
1880,Delhi,5,3,2018,Yes,85.98
3978,Chennai,2,1,2000,No,150.66
887,Delhi,3,1,2001,No,46.08
3819,Bangalore,5,1,2003,No,141.4
3500,Delhi,3,1,2007,Yes,126.8
3503,Pune,1,1,2018,Yes,126.34
3759,Hyderabad,3,2,2016,No,144.36
3218,Hyderabad,4,3,2013,No,115.43
3222,Hyderabad,4,2,2013,No,128.46
851,Delhi,1,1,2005,Yes,52.91
2547,Pune,5,2,2018,No,107.92
840,Mumbai,1,3,2011,No,45.59
3663,Chennai,5,1,2011,No,142.45
2938,Hyderabad,4,1,2017,Yes,120.07
838,Delhi,4,1,2005,Yes,69.43
3884,Mumbai,4,2,1998,Yes,121.67
3747,Bangalore,2,1,1999,No,137.11
3468,Kolkata,4,3,2012,Yes,151.1
2951,Pune,3,3,2013,No,105.93
3590,Hyderabad,1,2,2014,Yes,119.45
2890,Delhi,5,3,1995,Yes,143.65
1008,Mumbai,4,1,2007,No,54.44
1399,Hyderabad,1,1,1997,Yes,46.51
1404,Mumbai,2,2,2000,Yes,52.54
2509,Chennai,4,1,2013,Yes,96.98
3323,Bangalore,1,1,2001,No,106.91
2956,Chennai,5,3,1999,Yes,135.53
1013,Delhi,4,2,2002,Yes,70.42
2427,Bangalore,3,1,2015,Yes,91.34
2516,Delhi,4,3,2012,No,115.52
3256,Pune,1,1,2010,Yes,107.48
2376,Delhi,2,3,1999,No,75.35
3618,Hyderabad,4,2,2022,No,127.98
3480,Bangalore,3,1,2007,No,106.9
2924,Kolkata,2,2,2014,No,93.92
2942,Delhi,3,3,2014,No,105.43
1068,Kolkata,2,1,2009,Yes,48.45
3208,Chennai,4,2,2010,Yes,133.0
3377,Mumbai,1,2,2013,Yes,110.62
1482,Delhi,2,1,2021,Yes,66.25
961,Bangalore,2,1,2008,No,60.21
1264,Chennai,5,1,2002,No,65.11
1622,Kolkata,4,1,2001,No,68.85
2804,Hyderabad,4,3,2014,No,123.73
3395,Bangalore,3,2,2018,No,121.45
2899,Pune,1,2,2018,Yes,99.89
1287,Mumbai,1,1,2021,No,36.04
2939,Chennai,4,2,2017,No,85.73
1450,Mumbai,5,2,2009,No,79.76
3204,Delhi,1,3,2013,No,116.51
2555,Kolkata,3,3,2009,Yes,102.98
2434,Mumbai,4,1,2011,No,94.03
2571,Delhi,5,1,2019,Yes,112.12
1518,Hyderabad,1,2,2014,Yes,59.25
1967,Chennai,5,1,2005,Yes,104.57
998,Bangalore,2,2,2022,No,48.45
3662,Kolkata,5,1,2012,No,158.02
2146,Chennai,2,1,2014,Yes,98.22
2622,Bangalore,3,1,2007,Yes,117.38
2155,Hyderabad,1,3,2020,Yes,112.6
3064,Bangalore,2,3,2021,No,95.96
2524,Mumbai,2,2,1997,No,98.38
3403,Kolkata,4,3,2007,No,142.01
1602,Bangalore,1,2,2007,Yes,58.83
1500,Pune,1,3,1999,Yes,69.25
1302,Pune,2,1,2013,No,66.38
1268,Mumbai,2,1,2006,Yes,59.7
2809,Mumbai,4,3,2021,Yes,131.74
2774,Chennai,2,3,1999,No,97.97
2529,Pune,3,2,2009,No,92.36
3213,Hyderabad,4,1,2012,Yes,162.27
2736,Pune,4,1,2011,No,92.0
1423,Bangalore,2,2,2011,No,51.13
3767,Chennai,5,3,2005,No,144.54
3408,Chennai,2,2,2008,Yes,113.19
3670,Chennai,2,3,2005,Yes,127.16
1766,Delhi,2,3,2008,Yes,62.37
1462,Bangalore,3,2,2016,No,77.62
1550,Mumbai,5,1,2003,No,81.13
2672,Kolkata,5,3,1995,Yes,130.86
2218,Kolkata,4,2,2015,Yes,102.74
1898,Hyderabad,3,3,2013,No,66.53
3969,Chennai,1,2,2012,No,141.59
1182,Bangalore,1,1,2012,No,43.15
2193,Hyderabad,3,3,2013,No,95.23
3156,Bangalore,2,3,2018,No,117.33
2452,Bangalore,1,1,2017,No,89.52
975,Pune,2,3,1999,No,52.13
1027,Kolkata,3,2,2013,Yes,91.25
3194,Hyderabad,2,2,2010,No,118.21
2838,Mumbai,3,3,1997,Yes,119.6
2165,Chennai,4,2,2020,Yes,112.87
2785,Mumbai,1,3,2021,Yes,94.71
2062,Mumbai,2,3,1996,Yes,87.63
2435,Pune,4,1,2007,Yes,99.14
1820,Mumbai,1,1,2004,Yes,60.37
2511,Kolkata,3,3,2015,Yes,108.04
1149,Mumbai,3,2,1995,No,46.82
3302,Bangalore,3,2,2001,Yes,141.58
1240,Bangalore,1,2,1995,Yes,65.22
3608,Chennai,4,3,1996,No,124.94
2411,Kolkata,3,2,2003,No,84.33
3362,Delhi,5,2,2004,No,134.05
3952,Chennai,4,3,2015,No,140.8
2184,Chennai,3,2,2019,Yes,95.37
1087,Kolkata,4,2,2000,Yes,50.87
2855,Bangalore,3,2,2015,No,96.46
